core_total_return,core_total_return_pct,core_cagr_pct,core_win_rate_pct,core_risk_reward_ratio,core_expectancy,core_max_drawdown_pct,core_max_drawdown_abs,core_max_drawdown_duration_days,core_return_over_mdd,trade_total_trades,trade_winning_trades,trade_losing_trades,trade_avg_win,trade_avg_loss,trade_profit_factor,trade_gross_profit,trade_gross_loss,trade_largest_win,trade_largest_loss,trade_avg_pnl_per_trade,trade_long_trades,trade_short_trades,summary_initial_capital,summary_final_equity,summary_backtest_start,summary_backtest_end,summary_backtest_duration_years,years_covered
351627.5,35.16,3.07,53.06,1.2104,467.59,-4.25,-42470.0,1145,8.2815,752,399,353,3274.94,-2705.59,1.3682,1306702.5,955075.0,47087.5,-22985.0,467.59,425,327,1000000.0,1351627.5,2016-03-30 15:28:00+05:30,2026-03-19 09:17:00+05:30,9.97,11
